id,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,review_scores_value,calculated_host_listings_count
18452244,Spacious 3 BR 12ppl Beside MTR :),14634338,Rick,within an hour,1,1,Yau Tsim Mong,22.31515,114.16996,Entire home/apt,12,1800,2,42,2019/12/5,0.67,199,4.83,6
18459127,Big spacious private room with bathroom,2138126,Amer,a few days or more,0.3,,Central & Western,22.28199,114.146,Private room,1,400,3,3,2018/10/30,0.05,289,4.5,1
18497834,32%off Cozy Studio 2 mins walk to Subway LT2,10575316,Ethan,within a day,0.78,0.98,Central & Western,22.28724,114.14236,Entire home/apt,2,343,5,38,2022/7/12,0.6,231,4.82,7
18509476,Nice room available in Yau Ma Tei (y15b),4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31343,114.16767,Private room,1,180,30,0,,,365,,384
18509536,Wan Chai Nice room !!!(w3c),4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27901,114.17302,Private room,1,180,30,0,,,365,,384
18510905,A ??? Victoria Harbour View home ( ????????€????????? A ),128362709,Jo,within an hour,1,0.89,Wan Chai,22.2794,114.17852,Entire home/apt,2,788,5,137,2022/8/26,2.11,300,4.7,3
18512134,Luxury Penthouse in Wan Chai ??????????????????????????????,84392532,Wyman,within a few hours,0.9,0.96,Wan Chai,22.27712,114.17066,Entire home/apt,3,1214,28,15,2021/5/2,0.23,87,4.25,7
18530176,Tsim Sha Tsui: Cozy DoubleRm w/ Private Bathroom,56949831,Sam,within a few hours,1,0.93,Yau Tsim Mong,22.29689,114.17101,Private room,2,240,2,185,2022/8/9,2.84,50,4.76,22
18530387,"Modern Comfy Double Bed Rm @TST, PrivateBathroom",56949831,Sam,within a few hours,1,0.93,Yau Tsim Mong,22.29689,114.17101,Private room,2,234,2,168,2022/8/12,2.58,75,4.78,22
18560399,"HAPPY VALLEY 2BDRM,  BRANDNEW DECOR, RACE VIEW",1403861,Lee,within an hour,1,0.75,Wan Chai,22.26755,114.18421,Entire home/apt,2,1500,7,5,2020/11/8,0.14,131,4.6,1
18587256,Jervois Luxury Studio *4B,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28584,114.15172,Entire home/apt,2,639,30,0,,,210,,115
18595116,?€???????????????????????€????????????? ?????????????????? ?????????????????? ???????????? free wifi,129128471,??????,a few days or more,0,,Sha Tin,22.37102,114.17829,Shared room,2,450,5,5,2018/11/18,0.08,258,5,1
18642095,Nice room available in Sheung Wan(sw7d),4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.2865,114.14948,Private room,1,180,30,0,,,365,,384
18656472,??????????????????+??????/2-months rental/@Sai Ying Pun/convenient,37273764,Carol,,,,Central & Western,22.28569,114.14262,Private room,2,477,60,0,,,90,,1
18658616,Mong Kok Luxury Studio *3D,14861546,Tane Residence,within a day,0.97,0.67,Yau Tsim Mong,22.32045,114.16946,Entire home/apt,2,306,60,3,2022/3/12,0.05,284,3.33,115
18692189,Single Room Shared Bathroom (Monthly Rental-1),30098437,Dragon Hostel,within an hour,1,1,Yau Tsim Mong,22.31931,114.17104,Private room,1,250,3,0,,,256,,17
18724240,Flat Share Room in Prince Edward (PE1c),67709885,Steven,within a few hours,0.95,0.06,Sham Shui Po,22.32811,114.16869,Private room,2,180,29,0,,,364,,257
18752916,Nice studio in the heart of HK,44722154,Ignacio,within a day,0.67,0.71,Central & Western,22.28237,114.15169,Entire home/apt,2,346,2,21,2022/8/8,0.34,0,4.65,2
18757054,"The Green Haven, Lamma Island",3907904,Cecilie,within an hour,1,1,Islands,22.22554,114.11215,Entire home/apt,3,1993,3,46,2022/9/12,0.71,0,4.77,1
18777317,Fortress Hill Nice room,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.28939,114.19647,Private room,1,180,30,0,,,365,,384
18814985,C ??? Nice Mini studio  ( ??????????????? C ),128362709,Jo,within an hour,1,0.89,Wan Chai,22.28125,114.17862,Entire home/apt,2,597,5,129,2022/8/26,2,268,4.71,3
18816052,"A1.Tsim Sha Tsui station, private bathroom, WIFI",130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29779,114.17225,Hotel room,2,313,1,12,2022/9/14,0.19,147,4.33,21
18816323,Mong Kok Luxury Studio *1D,14861546,Tane Residence,within a day,0.97,0.67,Yau Tsim Mong,22.32045,114.17156,Entire home/apt,2,306,60,0,,,320,,115
18816484,Central Available at Central (ml3b),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28304,114.15374,Private room,1,130,31,0,,,364,,257
18829747,A3.Downtown Tsim Sha Tsui@Comfortable big bed room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29889,114.17344,Hotel room,2,339,1,4,2019/6/27,0.07,146,5,21
18829833,A3.Sweet and comfortable@Available for 1~2 people,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29748,114.17348,Hotel room,2,313,1,55,2020/1/1,0.91,146,4.78,21
18830133,A4.Tsim Sha Tsui &adjacent star avenue,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29719,114.17327,Hotel room,2,313,1,5,2019/6/21,0.08,147,5,21
18830217,A5.Adjacent to port&star avenue&location excellent,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29694,114.17148,Hotel room,2,349,1,12,2022/9/13,0.23,149,4.92,21
18830323,B1.Nathan Road * Twin Room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29726,114.17152,Hotel room,2,412,1,81,2019/12/28,1.26,177,4.7,21
18830372,B2.A busy downtown &double bed &double room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29749,114.17345,Hotel room,2,427,1,7,2019/6/29,0.11,176,4.86,21
18830421,B3.1minute to arrive at the subway-Sweet Twin room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29692,114.17356,Hotel room,2,427,1,26,2020/1/9,0.41,176,4.92,21
18830527,B4.The traffic is convenient /A typical Twin Room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29699,114.17295,Hotel room,2,427,1,5,2018/7/11,0.09,176,4.6,21
18830571,B5.Shopping preferred@Twin Room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29692,114.17212,Hotel room,2,427,1,17,2019/10/27,0.27,176,4.41,21
18830600,C1.Tsim Sha Tsui&traffic is convenient@Triple room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29722,114.17129,Hotel room,3,436,1,6,2019/11/15,0.09,72,4.67,21
18830623,C2.Comfortable triple room@Tsim Sha Tsui,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29868,114.17318,Hotel room,3,421,1,2,2018/8/16,0.04,176,3.5,21
18830656,C3.Food shopping travel convenience & clean,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29759,114.17125,Hotel room,3,421,1,2,2019/3/31,0.04,176,2,21
18830705,C4.Clean and comfortable@Triple room,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29805,114.17132,Hotel room,3,421,1,1,2018/8/27,0.02,176,5,21
18830736,C5.Best suited for shopping@1-3 people to check in,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29688,114.17348,Hotel room,3,421,1,2,2019/5/26,0.04,176,5,21
18879488,????????????,28140685,Angel,within a few hours,0.99,0.73,Yau Tsim Mong,22.29797,114.17316,Private room,1,400,30,2,2018/1/4,0.03,167,5,10
18901068,artistic & quiet space in downtown,86979796,Francesca,,,,Central & Western,22.28345,114.15328,Entire home/apt,2,1009,5,4,2018/4/6,0.06,13,5,1
18917631,Nice room in Fortress Hill,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.28974,114.19475,Private room,1,180,30,0,,,365,,384
18920785,Harbour View Apartment with 70 Square Meters,4481461,Simon,within a few hours,0.97,0.17,Central & Western,22.28958,114.14426,Entire home/apt,2,2271,1,6,2018/12/17,0.11,363,4.33,10
18934017,Po Thai Luxury Studio *3D-B,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28655,114.14921,Entire home/apt,2,594,30,3,2017/11/15,0.05,341,3.67,115
18934025,Fortress Hill Room(f1e),4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.28876,114.1958,Private room,1,180,30,0,,,365,,384
18948960,Luxury apartment well located,132111450,??????,,,,Yau Tsim Mong,22.31097,114.16401,Private room,2,3924,1,0,,,0,,1
18949099,Different experiences,132113041,??????,,,,Yau Tsim Mong,22.31301,114.16273,Private room,2,1727,1,0,,,0,,1
18950764,Cozy colorful home in a charm area @ Tai Hang,107328470,Vi,within a day,1,0.8,Wan Chai,22.27906,114.19345,Entire home/apt,2,645,14,5,2021/7/31,0.12,101,4.5,2
18955493,"Room in Sheung Wan, near SOHO & HKU",23134064,Dustin,within a few hours,1,0.79,Central & Western,22.28875,114.14492,Private room,1,230,28,1,2018/1/25,0.02,334,4,4
18982135,Tsimshatsui Room in Flat Share (T4e),67709885,Steven,within a few hours,0.95,0.06,Yau Tsim Mong,22.29858,114.17179,Private room,1,180,29,0,,,180,,257
19024423,?????????????????? ??????,34702220,Ida,a few days or more,0,,Yau Tsim Mong,22.30429,114.17249,Private room,1,450,94,0,,,365,,1
19024591,Room available in causeway bay(c12a),4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27849,114.18429,Private room,1,180,30,0,,,365,,384
19025166,A Nice room available in wan chai(mh3c),4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.2765,114.18081,Private room,1,180,30,0,,,365,,384
19083972,450sf entire place in Kennedy Town,57060253,Mandy,within a few hours,1,0,Central & Western,22.28207,114.1305,Entire home/apt,2,550,3,50,2019/7/31,0.78,227,4.8,2
19101988,Cozy Studio Apartments in North Point,83634075,Lawrence,within a day,0.86,0.37,Eastern,22.29037,114.20033,Entire home/apt,2,250,31,3,2019/2/6,0.05,162,4.5,4
19104118,Great holidays. Beach & nature close to the city,60855874,Antonia,,,1,Islands,22.30151,114.01097,Entire home/apt,4,650,2,272,2022/4/15,4.32,0,4.78,1
19107418,Studio  Room available in mong Kok (mk1a),4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31822,114.17126,Private room,2,217,30,0,,,365,,384
19114726,A7.MTR Tsim Sha Tsui station/individual washroom,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29286,114.1779,Hotel room,2,313,1,31,2020/1/13,0.55,147,4.6,21
19114727,A8.Backpackers | MTR Tsim Sha Tsui Station,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29144,114.17859,Hotel room,2,313,1,25,2019/12/28,0.41,70,4.84,21
19114739,A6.Tsim Sha Tsui MTR Station/Backpackers/Separate,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29696,114.17184,Hotel room,2,313,1,41,2020/1/12,0.73,147,4.66,21
19142444,B7.Safe and clean|The transportation is convenient,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29253,114.17825,Hotel room,2,427,1,10,2019/12/29,0.19,176,4.7,21
19142445,B6.Tsim Sha Tsui MTR Station 1 minute walk@Safe,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29537,114.17699,Hotel room,2,427,1,45,2019/10/29,0.72,69,4.64,21
19144328,GD.B8.????????€?????????????????€??????@??????@??????wifi@??????1-2???@????????????,130857174,Ellen,within an hour,1,1,Yau Tsim Mong,22.29686,114.17206,Hotel room,2,427,1,7,2020/1/1,0.11,176,4.67,21
19150834,"Double Rm, mongkok 1min MTR, Speaks Eng/?????? 205",123954370,Juliet,within a few hours,1,,Yau Tsim Mong,22.2985,114.17339,Private room,2,455,2,240,2020/9/19,3.76,78,4.8,9
19184804,"Party? Work? Art? 1 BR Apartment, Central, Soho",4083163,Martin,within an hour,1,1,Central & Western,22.28183,114.15279,Entire home/apt,2,909,7,131,2022/8/16,2.06,249,4.7,1
19186985,Loplus@Hennessy Serviced Apartments Wanchai 669'sf,120049791,Wing,within a day,0.71,0,Wan Chai,22.27812,114.18057,Private room,2,1390,30,0,,,358,,8
19208455,??????????????????(1?€???????) Mixed Dorm,133405196,Master,,,,Yau Tsim Mong,22.32074,114.16984,Shared room,1,1200,1,24,2019/8/1,0.38,0,4.52,4
19210650,Mercer Luxury Studio *3A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28505,114.15324,Entire home/apt,2,594,30,1,2018/12/30,0.02,321,4,115
19210850,Mercer Luxury Studio *5B,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28632,114.15266,Entire home/apt,2,558,30,1,2019/3/17,0.02,365,4,115
19231046,Wing Lok 78 Luxury Studio *1A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28531,114.15047,Entire home/apt,2,570,60,0,,,364,,115
19254271,Spacious Penthouse with private BBQ rooftop,11932018,Sebastian,a few days or more,0,,Yau Tsim Mong,22.31798,114.17042,Entire home/apt,4,780,30,31,2020/1/1,0.5,0,4.72,1
19280677,Prince Edward nice room,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.32413,114.16854,Private room,1,180,30,0,,,365,,384
19296595,Mercer Luxury Studio *1A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28485,114.15274,Entire home/apt,2,594,30,2,2018/12/31,0.04,299,4.5,115
19321316,Yau ma tei studio available(y10b),4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.3118,114.17139,Private room,1,180,30,0,,,365,,384
19322405,Causeway Bay Studio,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.2797,114.1833,Private room,1,217,30,0,,,365,,384
19368637,Causeway Bay Nice ROOM ~~~~,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27796,114.18332,Private room,1,180,30,0,,,365,,384
19397566,Mercer Luxury Studio *2A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28585,114.15311,Entire home/apt,2,594,30,1,2018/8/27,0.02,260,5,115
19416704,Mercer Luxury Studio *1B,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28479,114.15296,Entire home/apt,2,558,30,1,2017/7/30,0.02,365,3,115
19428531,???????????? ???????????? (????????????),30098437,Dragon Hostel,within an hour,1,1,Yau Tsim Mong,22.31902,114.17178,Private room,1,198,7,2,2018/8/24,0.04,256,5,17
19442068,Sheung Wan Studio,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28721,114.14643,Private room,1,180,30,0,,,365,,384
19462720,Mercer Luxury Studio *2B,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.2865,114.15136,Entire home/apt,2,558,30,0,,,365,,115
19477872,"Soho Luxury Apt, All New Renos *4A",14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28314,114.15247,Entire home/apt,2,594,60,2,2021/7/31,0.13,7,4.5,115
19477998,Po Thai Luxury Studio *3D-A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28674,114.14868,Entire home/apt,2,576,30,0,,,295,,115
19496317,Sheung Wan Flat Share Room (21d),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28621,114.15156,Private room,1,180,31,0,,,180,,257
19508001,Causeway Bay ROOM ~~~,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27707,114.18047,Private room,1,180,30,0,,,365,,384
19508342,Room available in Mong Kok  (Mk1b),4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31905,114.17179,Private room,1,180,30,0,,,364,,384
19556848,QUIET FAMILY ROOM FOR 1-4 PERSON,137413063,Dhillon,,,,Yau Tsim Mong,22.29545,114.17198,Private room,2,384,1,0,,,15,,1
19557102,Prince Edward Nice room ~~~,4584648,Ivy,within a few hours,0.92,0.18,Sham Shui Po,22.32776,114.16911,Private room,1,180,30,0,,,365,,384
19559826,Room in Sheung Wan near MTR Station -  SW21c,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28505,114.15369,Private room,1,180,30,0,,,364,,384
19562372,???????????????8??????????€?Cheung Chau ???????€? Room : 9D2,109310747,Brenda,within a day,0.8,0.78,Islands,22.2112,114.02867,Entire home/apt,8,1863,1,13,2022/8/7,0.73,69,3.31,35
19566815,"3 bedrooms, Pristine location & deco (Sheung Wan)",5838062,Sibovy,within an hour,1,1,Central & Western,22.28501,114.14969,Entire home/apt,4,1300,5,10,2022/8/30,0.16,78,4.67,1
19574483,The Most Spacious Room & Cozy Apartment,16533134,Joan,within a few hours,0.9,1,Yau Tsim Mong,22.29596,114.16983,Private room,1,300,31,0,,,135,,2
19575798,Loplus@Hennessy Serviced Apartments Wanchai 344'sf,120049791,Wing,within a day,0.71,0,Wan Chai,22.27791,114.18065,Entire home/apt,2,950,30,1,2017/12/24,0.02,290,5,8
19576078,Loplus@Hennessy Serviced Apartments Wanchai 335'sf,120049791,Wing,within a day,0.71,0,Wan Chai,22.27783,114.18065,Entire home/apt,2,935,30,0,,,358,,8
19578795,Sheung Wan Nice room,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.2883,114.14868,Private room,1,180,30,0,,,364,,384
19611768,Spacious and cosy and apartment in Wanchai,12381100,Murphy,a few days or more,0.4,0,Wan Chai,22.27144,114.1744,Entire home/apt,2,680,5,5,2018/8/25,0.08,10,5,1
19644637,Yau Ma Tei Room in Flat Share apartment,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31446,114.17224,Private room,2,180,30,0,,,365,,384
19722226,Fortress Hill Nice room,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.28945,114.19462,Private room,1,180,30,0,,,365,,384
19722307,Tsim SHA tSUI rOOM,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.29878,114.17297,Private room,1,180,30,0,,,365,,384
19738787,Mercer Luxury Studio *4A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28435,114.15324,Entire home/apt,2,594,30,0,,,310,,115
19738975,Mercer Luxury Studio *4B,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28625,114.15086,Entire home/apt,2,558,60,2,2018/1/1,0.03,364,3.5,115
19739324,Sheung Wan Nice room,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.2847,114.15193,Private room,1,180,30,0,,,365,,384
19739497,Causeway Bay ROOM,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27663,114.18207,Private room,1,180,30,0,,,365,,384
19762552,Mid Level Room in Flat Share (ml7c),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28189,114.15073,Private room,1,180,29,0,,,364,,257
19792135,Sai Ying Pun Room in Flat Share (S3a),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.2869,114.14316,Private room,1,180,31,0,,,364,,257
19848325,Causeway Bay ROOM,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27685,114.1812,Private room,1,132,30,0,,,365,,384
19851811,NICE room @Yau Ma Tei -Y13a,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31343,114.17033,Private room,1,180,30,1,2017/8/14,0.02,364,1,384
19863483,ModernRM C@ Sheung Wan Central / Soho/ Kennedytown,51402978,Ian,,,,Central & Western,22.28818,114.14533,Private room,1,220,3,9,2020/6/30,0.16,0,4.67,4
19887945,Beautiful Clean HiTech Condo in Mid-Levels Central,14161943,James,within an hour,1,0.98,Central & Western,22.27902,114.15302,Entire home/apt,6,627,2,73,2022/9/11,1.19,87,4.83,1
19897693,Cosy Room B@ Sheung Wan (??????MTR)  10mins to Central,51402978,Ian,,,,Central & Western,22.28537,114.15032,Private room,1,150,3,7,2021/6/11,0.13,0,4.43,4
19915641,"1 min MTR, natural and quiet (Rm. 2)",31947768,Nuts,within an hour,0.99,1,Yau Tsim Mong,22.30596,114.17186,Private room,2,391,2,45,2022/9/13,0.74,58,4.33,22
19970688,Wan Chai room ~~~,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27919,114.17905,Private room,1,150,30,0,,,365,,384
19987129,Yau Ma Tei Nice room,4584648,Ivy,within a few hours,0.92,0.18,Yau Tsim Mong,22.31436,114.1696,Private room,1,180,30,0,,,365,,384
19987474,Prince Edward Fully Furnished Room,4584648,Ivy,within a few hours,0.92,0.18,Sham Shui Po,22.32814,114.16728,Private room,1,180,30,0,,,365,,384
19988805,Sheung Wan Fully Furnsied room !!!,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.288,114.15018,Private room,1,180,30,0,,,364,,384
19993237,Sheung Wan Room in Flat Share (11c),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28526,114.15091,Private room,1,180,31,0,,,90,,257
19997094,"Budget Single Rm@ Tsim Sha Tsui, Super Convenient",56949831,Sam,within a few hours,1,0.93,Yau Tsim Mong,22.29689,114.17101,Private room,1,416,2,127,2020/10/14,2.04,0,4.79,22
20005843,"Designer Renovated 1BR, Prime Soho Location 1000MB",4595320,Anthony&Marius,within a few hours,1,0.97,Central & Western,22.28185,114.15289,Entire home/apt,2,1500,7,51,2022/8/19,0.86,0,4.58,1
20011998,?????? 15% OFF-2BR COZY HOME MONG KOK MTR - ????????????????????€?????????,128901758,Wilson,within an hour,1,1,Yau Tsim Mong,22.32264,114.17079,Entire home/apt,4,710,30,137,2022/6/1,2.2,341,4.79,6
20018835,?????????/???????????? / ???????????? /????????€????????? / ????????????/ ????????????/?????????/,58862332,Kenny,within an hour,1,1,Yau Tsim Mong,22.29832,114.17344,Private room,1,325,1,9,2022/8/31,0.14,88,4.44,5
20039472,K-Town MTR Brand New 1Bdr Apt,46902080,Mel,within a few hours,1,0.94,Central & Western,22.28176,114.13067,Entire home/apt,2,800,2,37,2022/8/30,0.59,160,4.68,1
20125812,Sheung Wan ROOM,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28522,114.14984,Private room,1,180,30,0,,,365,,384
20144952,???????????????????€???????/????????????????€???????????????????????€???????????????????????????€?€? Near Sai Kung.,143273353,Li,,,,Sai Kung,22.38128,114.26949,Entire home/apt,2,700,180,14,2019/2/10,0.23,0,4.54,1
20145567,"Double Rm, mongkok 1min MTR, Speaks Eng/?????? 202",123954370,Juliet,within a few hours,1,,Yau Tsim Mong,22.2969,114.17307,Private room,2,330,1,67,2019/9/13,1.09,0,4.81,9
20156129,Sheung Wan Nice room ~~~,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28491,114.15323,Private room,1,180,30,0,,,365,,384
20159382,Wan Chai Room in Flat Share (MH2a),67709885,Steven,within a few hours,0.95,0.06,Wan Chai,22.27934,114.17887,Private room,1,180,31,0,,,180,,257
20175734,Wan Chai room,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.2792,114.18058,Private room,1,180,30,0,,,365,,384
20184116,BIG STUDIO + ROOFTOP,8659457,Kay,within an hour,1,0.79,Central & Western,22.28455,114.1527,Entire home/apt,2,1086,3,83,2022/9/12,1.34,144,4.57,3
20204031,super nice bedroom Kowloon bay,94566232,Ch,within a few hours,1,0,Kwun Tong,22.33018,114.20711,Private room,2,239,28,6,2018/9/8,0.1,351,4.5,3
20219283,Central Room available now(Ml7a),4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28017,114.15225,Private room,1,180,30,0,,,364,,384
20236914,Studio Room near HKU (4a),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28782,114.13369,Private room,1,217,60,1,2017/9/8,0.02,364,4,257
20237029,Studio Room near HKU - 2 persons (4c),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28579,114.14584,Private room,1,217,31,0,,,364,,257
20237032,Studio Room near HKU - 2ppls (ST4b),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28376,114.15328,Private room,2,217,29,0,,,364,,257
20237195,Studio Room near HKU - 2 persons (4d),67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28698,114.14553,Private room,1,150,60,0,,,180,,257
20264686,Comfort Room in Quarry Bay (Q1b),67709885,Steven,within a few hours,0.95,0.06,Eastern,22.29019,114.20111,Private room,1,217,29,0,,,180,,257
20264856,North Point Room in Flat Share (F1c),67709885,Steven,within a few hours,0.95,0.06,Eastern,22.28882,114.19581,Private room,2,180,29,1,2021/1/10,0.05,180,5,257
20272986,Beautiful newly renovated beach house,109980335,Jovi,within an hour,1,0.99,Islands,22.24647,113.97985,Entire home/apt,4,707,2,148,2022/8/31,2.4,74,4.65,1
20288091,Mercer Luxury Studio *5A,14861546,Tane Residence,within a day,0.97,0.67,Central & Western,22.28641,114.15177,Entire home/apt,2,594,30,1,2022/3/11,0.16,344,4,115
20311279,North Point Room for 2 - walk up 1st floor (5d),67709885,Steven,within a few hours,0.95,0.06,Eastern,22.28839,114.20014,Private room,2,180,29,0,,,180,,257
20311391,Shek Tong Tsui Room in Flat Share near HKU,67709885,Steven,within a few hours,0.95,0.06,Central & Western,22.28728,114.13705,Private room,1,180,31,0,,,180,,257
20364521,Cozy 4 bedroom apt in the heart of Causeway Bay,145260447,WendyChan,within an hour,1,0,Wan Chai,22.27948,114.18116,Entire home/apt,6,800,1,50,2019/7/8,0.82,9,4.78,1
20395504,Sheung Wan Nice room,4584648,Ivy,within a few hours,0.92,0.18,Central & Western,22.28624,114.14537,Private room,1,180,30,0,,,364,,384
20432140,1 Bedroom Flat situated at prime area Hong Kong,36193437,Ruby,,,,Central & Western,22.27601,114.1572,Entire home/apt,2,1100,7,0,,,174,,1
20441529,Causeway Bay Nice room,4584648,Ivy,within a few hours,0.92,0.18,Wan Chai,22.27998,114.18377,Private room,1,180,30,0,,,364,,384
20452534,Wan Chai 1-min to MTR (4 persons),145990519,Apollo,,,,Wan Chai,22.27707,114.17356,Entire home/apt,4,600,365,0,,,365,,1
20467755,Sales Sales room in Causeway Bay flat share (c1a),67709885,Steven,within a few hours,0.95,0.06,Wan Chai,22.27638,114.18263,Private room,1,180,30,0,,,364,,257
20504487,50% off Wanchai TWIN Rm 459sqft (DailyMaid & GYM),145894558,Pinky,within an hour,1,1,Wan Chai,22.28029,114.17615,Entire home/apt,2,1529,1,21,2022/1/2,0.45,0,4.71,6
20507211,Beach-side Holiday Camp Room 201,146408355,HK Victoria Resort,,,0.94,Islands,22.24269,113.97639,Private room,4,1310,1,23,2022/5/9,0.38,0,4.48,6
20508368,????????????????????? 459 ??? (?????????????????? +????????????+??????+?????????),145894558,Pinky,within an hour,1,1,Wan Chai,22.28061,114.17629,Entire home/apt,2,950,28,0,,,0,,6
20512692,CHIC STUDIOS W/D SOOTHING HILL VIEW,138649185,Fiona,within a few hours,0.92,0.28,Eastern,22.28937,114.20993,Private room,2,1500,3,0,,,363,,157
20513322,"WITH SPECTACULAR HARBOR VIEW, ELEGANT 1-BEDROOM",138649185,Fiona,within a few hours,0.92,0.28,Eastern,22.28737,114.20925,Private room,3,2625,3,0,,,364,,157
20528017,Cozy apartment in Poho with balcony,3305918,Vienna,within an hour,1,0.93,Central & Western,22.28384,114.14929,Entire home/apt,6,1200,1,102,2022/8/27,1.66,148,4.51,1
20576400,2/3 BR Main City Apartment above MTR,146994891,Mary,within an hour,1,0.97,Yau Tsim Mong,22.31302,114.16923,Entire home/apt,6,717,28,251,2022/6/8,4.08,210,4.66,1
20584549,<Monthly$5800!> Cozy Double Room in Tsim Sha Tsui,9280086,Winnie (A),a few days or more,0.4,1,Yau Tsim Mong,22.29827,114.17285,Private room,2,1150,1,125,2020/2/4,2.03,228,4.73,11
20585110,<Monthly$4800!> Cozy Single Room in Tsim Sha Tsui,9280086,Winnie (A),a few days or more,0.4,1,Yau Tsim Mong,22.29814,114.17302,Private room,2,1150,1,178,2020/9/17,2.9,231,4.86,11
20592688,IDEAL FOR EXPATS / STUDENTS,4584648,Ivy,within a few hours,0.92,0.18,Eastern,22.28948,114.19583,Private room,1,180,30,0,,,364,,384
